ID,system,site,sample,month,year,specie,biomass,length,width,season,class,order,habitat,guild,P,MO,CE,Ph,DAP,HR,Ca,Mg,NA,K,N,ARA,RESP,RM_0-5,RM_5=10
963,N,romina,centro,mayo,2010,hypogastruridae,"2,034,368,633","5,404,027","1,003,978",O,collembolla,poduromorpha,hemiedaphic,omnivore,"5,55","1,95","4,12","8,91","1,3","0,15","6,5","2,5","2,1","1,9","2,404","34,859,366","0,08",20,20
964,N,romina,centro,mayo,2010,onychiuridae,"845,863,159","5,552,298","1,040,928",O,collembolla,poduromorpha,euedaphic,microphytophages,"5,55","1,95","4,12","8,91","1,3","0,15","6,5","2,5","2,1","1,9","2,404","34,859,366","0,08",20,20
965,N,romina,centro,mayo,2010,oripodoidea,"9,789,415,757","5,106,534","3,499,062",O,acari,oribatida,hemiedaphic,detritivore,"5,55","1,95","4,12","8,91","1,3","0,15","6,5","2,5","2,1","1,9","2,404","34,859,366","0,08",20,20
966,N,romina,centro,septiembre,2010,hypogastruridae,"1,152,968,667","10,669,983","2,923,757",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
967,N,romina,centro,septiembre,2010,hypogastruridae,"9,523,107,469","9,899,186","3,332,098",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
968,N,romina,centro,septiembre,2010,hypogastruridae,"120,473,595","10,855,351","3,565,062",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
969,N,romina,centro,septiembre,2010,hypogastruridae,"2,084,358,903","13,458,877","4,199,136",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
970,N,romina,centro,septiembre,2010,hypogastruridae,"1,645,484,346","12,267,121","4,245,957",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
971,N,romina,centro,septiembre,2010,hypogastruridae,"5,142,942,388","7,774,478","2,247,202",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
972,N,romina,centro,septiembre,2010,hypogastruridae,"9,690,313,176","9,966,986","3,208,601",P,collembolla,poduromorpha,hemiedaphic,omnivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
973,N,romina,centro,septiembre,2010,isotomidae,"603,729,932","10,604,324","2,510,159",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
974,N,romina,centro,septiembre,2010,isotomidae,"4,420,800,759","9,479,794","2,069,371",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
975,N,romina,centro,septiembre,2010,isotomidae,"1,856,998,004","6,939,035","1,050,122",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
976,N,romina,centro,septiembre,2010,isotomidae,"428,424,791","9,373,404","2,706,902",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
977,N,romina,centro,septiembre,2010,isotomidae,"5,193,045,865","10,045,011","2,155,919",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
978,N,romina,centro,septiembre,2010,isotomidae,"3,083,349,314","8,327,445","2,444,994",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
979,N,romina,centro,septiembre,2010,isotomidae,"3,615,082,253","8,817,922","2,634,775",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
980,N,romina,centro,septiembre,2010,isotomidae,"813,031,138","5,155,476","1,367,646",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
981,N,romina,centro,septiembre,2010,isotomidae,"1,012,872,962","12,773,642","262,694",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
982,N,romina,centro,septiembre,2010,isotomidae,"1,726,934,738","6,760,135","1,583,277",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
983,N,romina,centro,septiembre,2010,isotomidae,"1,243,613,136","6,007,085","1,756,607",P,collembolla,entomobryomorpha,hemiedaphic,detritivore,"8,65","2,15","0,28","7,85","1,33","0,29",6,"1,9",2,"1,4","1,661",176,308,"1,5",6
984,N,romina,este,agosto,2008,isotomidae,"275,270,837","349,204","876,071",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
985,N,romina,este,agosto,2008,isotomidae,"286,668,693","3,543,377","985,332",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
986,N,romina,este,agosto,2008,isotomidae,"483,553,259","4,276,565","904,403",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
987,N,romina,este,agosto,2008,isotomidae,"281,576,967","3,520,608","930,773",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
988,N,romina,este,agosto,2008,isotomidae,"329,137,269","3,723,908","1,122,184",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
989,N,romina,este,agosto,2008,onychiuridae,"648,138,562","5,039,932","898,699",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
990,N,romina,este,agosto,2008,onychiuridae,"787,850,273","5,410,685","99,866",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
991,N,romina,este,agosto,2008,isotomidae,"819,212,838","5,169,542","974,913",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
992,N,romina,este,agosto,2008,isotomidae,"918,394,742","5,386,486","1,016,942",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
993,N,romina,este,agosto,2008,isotomidae,"927,385,912","5,405,396","1,068,085",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
994,N,romina,este,agosto,2008,isotomidae,"417,895,991","4,057,868","789,224",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
995,N,romina,este,agosto,2008,isotomidae,"1,381,518,079","6,238,674","1,522,826",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
996,N,romina,este,agosto,2008,isotomidae,"550,729,658","4,481,431","981,985",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
997,N,romina,este,agosto,2008,isotomidae,"542,947,768","4,458,549","1,002,951",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
998,N,romina,este,agosto,2008,isotomidae,"727,816,741","4,954,182","984,548",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
999,N,romina,este,agosto,2008,isotomidae,"514,993,782","4,374,576","939,151",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1000,N,romina,este,agosto,2008,isotomidae,"531,098,049","4,423,299","925,969",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1001,N,romina,este,agosto,2008,isotomidae,"923,025,013","5,396,239","920,656",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1002,N,romina,este,agosto,2008,isotomidae,"467,311,844","422,433","1,014,675",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1003,N,romina,este,agosto,2008,isotomidae,"783,721,127","5,087,834","867,076",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1004,N,romina,este,agosto,2008,isotomidae,"231,402,164","3,280,647","1,097,557",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1005,N,romina,este,agosto,2008,isotomidae,"535,065,916","4,435,158","1,014,069",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1006,N,romina,este,agosto,2008,isotomidae,"1,286,825,916","6,081,349","1,531,507",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1007,N,romina,este,agosto,2008,isotomidae,"172,803,254","2,953,537","829,673",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1008,N,romina,este,agosto,2008,isotomidae,"105,583,142","5,663,587","1,275,112",I,collembolla,entomobryomorpha,hemiedaphic,detritivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1009,N,romina,este,agosto,2008,formicidae,"3,770,758,366","25,190,127","5,947,757",I,macrofauna,macrofauna,hemiedaphic,omnivore,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1010,N,romina,este,agosto,2008,onychiuridae,"75,206,958","2,302,903","578,937",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1011,N,romina,este,agosto,2008,onychiuridae,"116,560,895","2,700,684","652,404",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1012,N,romina,este,agosto,2008,onychiuridae,"72,671,019","2,274,357","554,223",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1013,N,romina,este,agosto,2008,onychiuridae,"176,821,692","3,142,575","616,831",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1014,N,romina,este,agosto,2008,onychiuridae,"156,092,113","3,003,261","542,449",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1015,N,romina,este,agosto,2008,onychiuridae,"77,906,474","2,332,625","859,501",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1016,N,romina,este,agosto,2008,onychiuridae,"456,811,556","4,437,896","623,362",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1017,N,romina,este,agosto,2008,onychiuridae,"578,014,376","4,834,386","642,297",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1018,N,romina,este,agosto,2008,onychiuridae,"536,918,359","4,706,455","1,048,274",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1019,N,romina,este,agosto,2008,onychiuridae,"440,108,912","437,819","974,122",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1020,N,romina,este,agosto,2008,onychiuridae,"430,985,939","4,344,968","822,297",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1021,N,romina,este,agosto,2008,onychiuridae,"273,115,876","3,680,818","845,892",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1022,N,romina,este,agosto,2008,onychiuridae,"548,662,112","4,743,631","811,621",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1023,N,romina,este,agosto,2008,onychiuridae,"417,414,483","4,294,708","117,38",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1024,N,romina,este,agosto,2008,onychiuridae,"661,510,653","5,077,498","1,147,804",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1025,N,romina,este,agosto,2008,onychiuridae,"580,898,561","4,843,144","956,278",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1026,N,romina,este,agosto,2008,onychiuridae,"465,338,481","4,467,842","729,572",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1027,N,romina,este,agosto,2008,onychiuridae,"650,394,171","5,046,303","1,044,424",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1028,N,romina,este,agosto,2008,onychiuridae,"503,990,111","4,599,376","833,316",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1029,N,romina,este,agosto,2008,onychiuridae,"571,510,168","4,814,533","994,732",I,collembolla,poduromorpha,euedaphic,microphytophages,"17,4","4,35","3,06","8,5","1,45","0,26","5,63","2,35","1,75","1,35","3,815","10,845","167,619,048","13,2","12,5"
1030,N,romina,este,mayo,2009,onychiuridae,"471,342,266","4,488,718","992,009",O,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,29","2,82","8,1","1,31","0,2","5,5","2,25","1,74","1,56",171,"1,407",498,20,20
1031,N,romina,este,mayo,2009,onychiuridae,"458,920,114","4,445,334","985,572",O,collembolla,poduromorpha,euedaphic,microphytophages,"14,3","2,29","2,82","8,1","1,31","0,2","5,5","2,25","1,74","1,56",171,"1,407",498,20,20
1032,N,romina,este,agosto,2009,sciaridae,"6,615,054,037","31,982,745","7,805,334",I,macrofauna,diptera,epiedaphic,no_alimenta,"3,36","3,84","1,77","9,15","1,33","0,22","5,62","2,17","1,81","1,398","24,532","167,619,048","7,216",12,12
1033,N,romina,este,agosto,2009,sciaridae,"2,722,694,154","22,714,722","6,527,234",I,macrofauna,diptera,epiedaphic,no_alimenta,"3,36","3,84","1,77","9,15","1,33","0,22","5,62","2,17","1,81","1,398","24,532","167,619,048","7,216",12,12
1034,N,romina,este,agosto,2009,lom_juv,1180000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"3,36","3,84","1,77","9,15","1,33","0,22","5,62","2,17","1,81","1,398","24,532","167,619,048","7,216",12,12
1035,N,romina,centro,agosto,2009,lom_juv,1180000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"2,483,175","2,9","1,48","9,35","146,394,736,842,105","195,128,527,772,785","5,71","2,08","1,75","1,304","22,643","167,619,048","0,09","14,5",13
1036,N,romina,centro,agosto,2009,lom_juv,1180000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"2,483,175","2,9","1,48","9,35","146,394,736,842,105","195,128,527,772,785","5,71","2,08","1,75","1,304","22,643","167,619,048","0,09","14,5",13
1037,N,romina,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,0,"243,636,363,636,364","2,724","8,96","135,156,820,319,231","132,499,635,054,255","6,675","1,115","2,02",2,199,"0,35","632,653",30,30
1038,N,romina,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,0,"243,636,363,636,364","2,724","8,96","135,156,820,319,231","132,499,635,054,255","6,675","1,115","2,02",2,199,"0,35","632,653",30,30
1039,N,romina,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,0,"243,636,363,636,364","2,724","8,96","135,156,820,319,231","132,499,635,054,255","6,675","1,115","2,02",2,199,"0,35","632,653",30,30
1040,N,romina,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,0,"243,636,363,636,364","2,724","8,96","135,156,820,319,231","132,499,635,054,255","6,675","1,115","2,02",2,199,"0,35","632,653",30,30
1041,N,romina,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,0,"243,636,363,636,364","2,724","8,96","135,156,820,319,231","132,499,635,054,255","6,675","1,115","2,02",2,199,"0,35","632,653",30,30
1042,N,romina,oeste,marzo,2010,Apo_cal,3074000,,,O,engineer,crassiclitellata,euedaphic,detritivore,0,"243,636,363,636,364","2,724","8,96","135,156,820,319,231","132,499,635,054,255","6,675","1,115","2,02",2,199,"0,35","632,653",30,30
1043,N,romina,este,marzo,2010,isotomidae,"2,233,076,693","7,414,967","1,115,333",O,collembolla,entomobryomorpha,hemiedaphic,detritivore,"7,72","3,65","3,92","9,18","1,34","0,14","6,15","1,85","2,15","1,6","2,975","209,042,018","384,573",28,30
1044,N,romina,este,marzo,2010,scarabaeidae,"3,250,879,557","60,874,154","12,745,472",O,macrofauna,coleoptera,hemiedaphic,herbivoro,"7,72","3,65","3,92","9,18","1,34","0,14","6,15","1,85","2,15","1,6","2,975","209,042,018","384,573",28,30
1045,N,romina,centro,junio,2010,Apo_ros,2345000,,,I,engineer,crassiclitellata,euedaphic,detritivore,"622,938","714,666,666,666,667",572,"7,02","121,754,399,810,591","411,710,689,785,556","5,5",2,2,"1,5","34,396","0,15","133,222,222,222,222","0,5",4
